id,is_trusted_contributor,creator
1563697,true,platform34
1563963,true,platform34
1564006,true,platform34
1564383,true,platform34
1564393,true,platform34
1564480,true,platform34
1564787,true,platform34
1565043,true,platform34
1565189,true,platform34
1565527,true,platform34
1565637,true,platform34
1565709,true,platform34
1565871,true,platform34
1566030,true,platform34
1566367,true,platform34
1566423,true,platform34
1566429,true,platform34
1566514,true,platform34
1566841,true,platform34
1567384,true,platform34
1567870,true,platform34
1568134,true,platform34
1568157,true,platform34
1568168,true,platform34
